Price,Lotsize(m2),Livingspacesize(m2),Buildyear
319500,172,144,1901
1975000,899,324,2008
865000,694,186,2001
450000,157,114,2012
325000,288,136,1964
495000,154,144,2000
385000,128,112,1981
339000,170,120,1992
550000,190,153,2016
399000,360,128,1975
950000,743,144,1935
950000,270,326,1883
485000,215,140,1997
395000,191,116,1972
595000,285,132,1972
375000,253,117,1990
209000,126,93,1981
525000,252,155,1997
569000,543,159,1996
1895000,2070,200,1935
400000,131,129,2012
459000,221,136,1967
975000,461,152,1950
360000,126,101,1957
300000,60,77,2006
399000,138,106,2000
500000,279,145,2005
495000,147,126,2017
369000,262,120,1967
450000,144,90,1992
399000,107,119,1988
675000,127,160,2014
389000,885,122,1961
285000,180,131,1975
439000,135,106,1987
389000,173,128,1906
345000,857,190,1900
895000,193,180,1939
299500,181,114,1968
375000,588,137,1948
275000,329,114,1957
395000,220,85,1964
369000,331,130,1970
550000,155,148,2011
315000,222,72,1938
450000,167,114,1978
495000,155,151,1971
287500,150,93,1965
575000,146,140,1971
615000,1250,156,1979
525000,234,125,1992
575000,175,146,2018
695000,116,147,1964
375000,156,129,1979
1250000,809,257,1999
425000,215,142,1990
315000,391,185,1937
649000,807,304,1977
400000,128,115,1994
599000,290,196,1891
425000,238,121,1936
425000,137,119,2003
350000,157,104,1987
799000,729,152,1930
485000,76,88,1935
225000,125,117,1972
1145000,1402,390,1998
1200000,6535,308,1936
250000,250,97,1930
399000,190,113,2000
525000,319,209,1978
635000,633,189,1998
495000,273,106,1987
625000,960,220,1972
795000,460,199,1994
600000,465,170,1980
395000,420,134,2007
525000,122,116,1949
430000,354,150,1974
425000,139,135,2009
479000,178,106,1924
509000,221,141,1972
450000,155,121,1935
495000,248,131,1960
789000,745,227,1998
689000,1271,200,1968
1450000,5730,225,2002
449000,164,131,2018
495000,108,170,2008
689000,734,210,1999
275000,183,95,1925
485000,112,117,1988
774000,193,167,2013
815000,9919,234,1940
250000,211,89,1979
459000,285,210,1921
259500,153,104,1964
825000,399,276,1973
839500,503,200,1999
475000,1198,207,1958
575000,273,136,2000
450000,97,113,1970
398000,235,126,1936
259000,112,107,1977
650000,770,158,
575000,263,131,2002
500000,233,141,1998
200000,146,74,1978
415000,475,143,1994
575000,289,174,2002
339000,156,105,1962
475000,95,101,2002
275000,163,81,1960
695000,502,159,1988
415000,149,157,1976
500000,322,152,2006
375000,972,90,1964
290000,316,112,1973
325000,195,120,1977
485000,169,96,1926
389000,600,210,1928
795000,177,131,1930
685000,261,176,1994
443000,300,170,1979
419000,236,124,2000
2950000,10000,715,1939
1345000,1200,213,1916
590000,459,139,1993
275000,175,80,1951
585000,284,174,2007
825000,775,182,1930
325000,133,103,1984
365000,220,120,1974
250000,199,78,1900
700000,150,123,1925
499000,1732,161,1919
515000,617,221,1979
1450000,789,200,2007
629000,710,113,1964
300000,345,103,1962
685000,354,166,1971
449000,340,105,1925
675000,265,110,1933
422000,145,130,1983
395000,292,114,1992
250000,326,78,1967
475000,151,136,1975
550000,158,121,1960
385000,252,81,1940
245000,126,109,2006
565000,142,134,2015
375000,116,99,2006
365000,127,113,1992
425000,370,102,1910
749000,166,157,1969
515000,293,111,1961
636000,315,150,1969
419000,327,111,1959
670000,253,185,1976
780000,400,168,1985
275000,157,113,1962
695000,304,191,1970
785000,202,165,2000
325000,115,111,1982
469000,228,143,2002
375000,259,127,1967
498000,202,123,1991
399000,107,93,2002
537500,231,119,2016
487500,509,88,1908
695000,266,149,1937
599500,413,139,1994
275000,785,117,1938
1389011,402,268,2007
439000,125,184,1976
345000,124,108,2011
435000,116,111,1982
535000,125,133,2016
500000,170,108,1960
450000,199,128,1994
565000,140,183,2009
375000,140,93,1990
450000,644,146,1986
500000,100,150,2014
585000,3445,220,1934
565000,158,156,2019
409000,139,112,1968
800000,142,147,1925
535000,450,138,1900
485000,134,128,1976
400000,247,163,1958
400000,55,109,2012
565000,249,157,1993
535000,1075,108,1926
249000,46,81,1994
785000,130,130,1951
475000,922,147,1923
569000,390,153,1989
995000,263,167,1927
375000,253,145,1996
550000,120,108,1936
425000,116,114,1998
350000,150,114,1976
365000,71,103,1997
398000,374,98,1955
490000,496,121,2005
539000,294,180,1970
550000,176,141,1971
525000,479,137,1993
325000,225,92,1953
325000,165,115,1980
1795000,1476,442,1887
399000,447,139,1970
325000,106,156,1933
450000,151,127,1978
625000,200,162,2008
645000,470,167,2001
469000,410,108,1929
600000,214,188,2016
325000,90,72,1989
350000,136,126,1920
900000,8370,383,2014
350000,193,141,1975
615000,97,143,1910
385000,113,127,1974
699000,525,136,1910
625000,112,129,2019
375000,194,119,1997
625000,1605,125,1937
535000,792,166,2004
299000,193,87,1933
599000,651,202,1970
269500,116,113,1974
320000,33,72,1930
300000,154,125,1959
395000,199,116,1970
625000,197,187,2006
395000,201,142,1972
700000,219,195,2013
980000,1090,335,1990
465000,133,109,1967
1795000,3120,130,2007
550000,62,161,1999
395000,129,98,1977
395000,199,116,1970
650000,2125,103,1919
459000,235,114,1982
525000,265,116,1965
1295000,430,190,2005
335000,275,125,1988
445000,426,155,1950
450000,120,112,1991
950000,254,245,1895
569000,578,180,1989
450000,150,126,2012
425000,243,140,1968
400000von,242,156,1937
489000,380,191,1976
257500,152,126,1968
650000,3000,138,1936
500000,142,93,1994
519000,119,141,2005
695000,280,134,1974
675000,170,147,1948
589000,114,146,2017
325000,179,126,1974
425000,139,102,2004
525000,205,109,1990
400000,173,139,1974
315000,266,95,1957
245000,188,84,1963
489000,137,112,2004
1500000,2239,242,1966
400000,132,236,1900
450000,127,149,2019
350000,152,118,1972
780000,2879,138,1994
425000,637,143,1965
375000,180,105,1969
735000,5790,171,1918
795000,153,146,1937
275000,163,104,1962
325000,111,101,2016
1575000,776,271,1968
439000,230,159,1976
698000,237,134,1975
265000,275,92,1930
700000,119,147,1906
500000,905,143,1935
869500,130,161,2009
482500,410,123,1954
470000,174,147,1987
2500000,1000,629,2010
395000,208,95,1895
325000,255,111,1938
465000,131,136,2012
319000,129,122,2019
350000,151,98,1987
779000,299,163,1957
465000,268,121,1955
389000,380,136,1951
695000,1222,229,2021
400000,255,146,1996
355000,129,101,1998
895000,510,195,1926
500000,276,119,1986
295000,128,127,1979
575000,141,115,1985
745000,331,148,1975
575000,105,97,1885
300000,160,82,1966
435000,199,150,2008
490000,151,121,1994
400000,59,58,1880
850000,1060,150,1920
575000,211,132,1964
475000,237,105,1964
375000,277,121,2018
875000,150,147,1939
750000,563,138,1999
295000,258,103,1964
1300000,735,300,2005
375000,140,103,1985
895000,121,147,1930
500000,460,172,1933
595000,890,130,1974
359500,150,107,2007
310000,190,102,1987
295000,152,131,1974
315000,190,123,1970
385000,123,100,1989
319000,223,93,1978
600000,568,159,1976
745000,425,177,1988
375000,135,111,1928
550000,346,164,1932
650000,525,158,2008
945000,173,296,1913
895000,1090,137,1995
625000,831,342,1976
385000,171,110,1994
600000,268,139,1978
375000,162,142,2004
409000,77,138,2006
450000,262,107,1959
550000,344,177,1999
750000,331,198,2004
285000,144,111,1982
750000,21780,100,
489000,169,160,2009
375000,242,98,1968
750000,102,115,1913
315000,83,70,1925
325000,165,117,1981
450000,107,124,2017
595000,732,160,1954
750000,365,156,1955
584000,383,190,1978
475000,146,108,Voor1906
300000,89,86,1926
495000,344,163,2001
647500,230,173,1987
365000,180,103,1982
300000,105,101,1980
400000,140,91,1993
249500,140,95,1980
795000,432,177,1976
825000,1000,161,1979
325000,143,114,1981
350000,201,136,1979
450000,150,122,1974
650000,438,195,2007
845000,977,223,1998
319000,187,95,1968
975000,5420,262,2020
649000,102,115,1936
479000,146,89,1926
239000,141,115,1979
159500,235,98,1935
420000,226,130,2014
550000,713,180,1935
775000,110,124,1934
689000,254,171,2008
1095000,1335,203,1956
799000,688,172,1969
399000,1010,81,1948
350000,146,129,1970
795000,189,189,2005
269000,296,131,1980
300000,347,100,1968
895000,313,156,2000
675000,303,160,1952
460000,140,131,
500000,250,152,2007
369000,293,124,1978
550000,247,143,1964
257500,328,92,1923
197500,178,125,1952
735000,998,148,1989
885000,649,198,1968
559000,448,203,1975
575000,140,136,2011
1300000,1043,278,2000
525000,200,162,1974
415000,144,119,1976
350000,267,110,1906
295000,155,87,1905
419500,153,129,2018
275000,177,88,1962
850000,256,155,2017
525000,79,108,1941
575000,174,166,1996
400000,188,115,1973
399500,200,127,1968
300000,117,106,1971
209500,153,95,1928
469000,166,153,2018
300000,143,98,1990
425000,140,128,1980
595000,302,147,1934
375000,149,134,1980
980000,168,193,1914
582500,251,124,1988
350000,143,121,1994
375000,1105,108,1986
500000,123,115,2017
600000,452,175,1960
675000,876,146,1978
340000,146,104,1968
1080000,401,170,2017
645000,481,231,1992
539000,470,133,1930
1300000,10330,292,1680
700000,261,163,1991
350000,134,101,1999
429000,118,107,2015
470000,254,143,2010
225000,306,120,1971
995000,497,135,
585000,287,190,2001
435000,245,91,1935
450000,324,120,1974
600000,174,169,2002
450000,132,112,1960
435000,158,108,1975
525000,608,205,1960
1100000,820,200,1750
900000,1305,249,1971
289000,458,60,1962
549000,511,166,1978
850000,267,208,1970
250000,148,85,1981
500000,391,163,1993
750000,383,134,1972
600000,365,155,2012
399500,373,84,1926
329000,270,108,1969
700000,1035,211,1971
1450000,208,204,1913
545000,647,143,1973
350000,255,84,1987
400000,96,139,2014
369500,120,127,2003
400000,130,120,1998
699000,112,131,2014
975000,1825,238,1996
349500,133,160,1909
250000,125,119,1972
375000,134,107,1989
425000,97,100,1971
700000,465,121,1964
400000,124,120,1996
399000,175,108,1979
850000,272,197,1925
689000,203,182,1977
525000,332,160,1980
589000,283,120,1935
445000,269,165,2011
450000,193,106,1961
450000,389,135,1972
565000,250,135,1997
575000,244,178,2016
425000,206,112,1995
325000,263,144,1973
518000,530,132,1932
289500,146,96,1979
360000,145,107,1905
1325000,294,176,1920
598000,475,144,1971
325000,177,102,1968
545000,583,154,1971
400000,205,135,1972
549000,290,163,1956
1325000,726,183,2010
535000,127,138,2018
650000,368,200,1992
419000,189,102,2017
350000,317,142,1986
379500,210,105,1976
835000,4524,175,1968
315000,560,232,1908
1250000,653,235,2017
595000,245,112,1930
347500,203,127,1994
365000,111,103,1960
475000,330,103,1922
298000,217,113,1958
365000,278,151,2001
525000,441,152,1978
565000,141,141,2012
465000,218,122,1974
479000,136,121,1994
1495000,4505,345,1928
325000,30,58,1750
635000,277,113,1984
375000,162,141,1965
460000,102,95,2021
1050000,522,192,1999
390000,181,101,1987
1128000,895,152,1983
950000,4380,242,1923
349000,127,97,1966
425000,629,91,1960
450000,95,98,2021
350000,154,77,1920
375000,140,105,1959
450000,339,167,1999
2225000,2131,225,1976
499000,530,144,
1500000,1650,317,1975
555000,118,140,2019
295000,168,113,1961
335000,228,126,1982
440000,289,116,1998
1150000,475,192,1967
795000,334,189,1955
375000,185,115,1989
510000,314,127,1970
350000,131,110,1996
850000,7975,199,1992
500000,520,169,1972
950000,945,283,1979
Prijsopaanvraag,1080,390,1860
1400000,660,150,
400000,126,122,1740
339000,166,122,1973
690000,135,123,1987
625000,81,129,1956
395000,182,88,1932
450000,969,135,1955
600000,377,181,1977
675000,949,155,1996
375000,350,87,1938
425000,436,118,1954
565000,560,221,1910
725000,3060,139,1918
355000,120,123,2000
375000,219,117,1975
1000000,203,173,1925
1250000,972,327,1927
490000,510,115,1961
625000,396,131,1989
675000,91,142,2005
425000,212,104,1988
595000,216,181,1974
650000,426,144,1996
300000,118,103,1976
390000,103,109,1929
550000,2400,187,1924
500000,113,131,1925
450000,233,131,1989
449500,255,123,1967
800000,115,173,2021
698000,432,153,1961
1535000,2075,276,1974
359000,310,141,1973
600000,268,141,2004
695000,265,168,1969
485000,430,150,2001
425000,166,136,1988
395000,434,127,1961
339000,156,117,1957
705000,193,166,2007
589000,235,133,1995
575000,371,184,1938
625000,81,95,
725000,1046,150,1965
585000,355,125,2006
320000,162,105,1996
500000,243,144,2010
475000,768,145,1986
300000,147,82,1925
695000,239,135,1935
300000,209,97,1986
350000,99,96,1989
365000,270,123,
600000,180,162,1975
599000,717,115,1960
325000,150,95,2005
519000,501,148,1997
850000,10024,216,1934
460000,413,120,1973
317500,233,128,
245000,132,124,1970
2650000,669,272,1993
750000,403,161,1984
425000,657,138,1977
500000,169,160,2000
550000,299,132,1969
669000,430,243,1995
240000,550,97,1923
375000,270,133,1972
698000,10025,183,1949
269500,149,119,1974
775000,260,199,1970
425000,141,113,1987
839000,525,188,1997
415000,139,133,2018
385000,150,109,2018
467500,231,132,2010
398000,269,84,1958
425000,177,127,1971
795000,333,189,2009
500000,134,131,2015
500000,134,121,1987
299500,103,93,1997
575000,342,111,1987
771500,79,147,1881
525000,179,146,2008
259000,102,71,1925
369000,78,95,1934
409000,183,135,1968
885000,580,181,2000
495000,668,158,1978
2475000,1368,572,1927
345000,47,74,1901
525000,633,114,1922
385000,223,126,1989
325000,134,77,1964
400000,511,110,1995
275000,317,94,1959
535000,198,156,1977
695000,867,218,1972
529000,233,143,1990
449500,211,117,1958
487500,122,116,1985
885000,555,166,1949
549000,280,159,1989
1150000,4340,319,1870
539000,169,144,1971
350000,211,121,1970
565000,198,178,1994
495000,184,138,1995
375000,210,96,1933
595000,478,163,1938
1300000,496,192,1902
289000,150,95,1987
800000,48,177,1500
400000,133,121,2014
450000,293,164,1996
535000,270,149,1991
699000,666,220,1910
625000,678,129,1962
389000,120,118,2016
229000,110,94,1930
425000,225,105,1986
399500,508,137,1971
385000,169,77,1929
395000,141,92,1965
260000,283,135,1972
400000,128,118,1976
425000,151,111,1930
695000,2953,92,1966
450000,144,178,1920
770000,88,148,2015
345000,157,78,1960
479000,153,111,1972
280000,118,105,1986
337500,233,140,Voor1906
475000,293,131,1975
495000,448,136,1984
450000,232,133,1970
385000,190,113,1960
399000,197,116,2009
375000,165,97,1964
299500,25,93,1997
750000,1245,315,1972
485000,247,96,1965
475000,148,133,1974
325000,226,84,1953
595000,198,168,2011
675000,544,163,1992
460000,170,134,1972
439000,158,141,1998
350000,221,128,1977
365000,147,120,1996
319000,320,122,1962
650000,248,141,1996
299000,950,115,1952
375000,150,73,1936
349000,271,131,
339000,134,123,2015
525000,175,147,1995
500000,286,156,2011
285000,213,122,1994
775000,219,158,2008
345000,277,108,1977
725000,300,207,2000
239000,150,88,1965
1550000,1600,272,1973
485000,273,130,2006
435000,157,124,1978
432500,145,126,1976
585000,135,136,2020
795000,245,418,1895
425000,128,108,1986
375000,216,110,1999
785000,123,132,2018
339000,137,105,1987
500000,174,129,1998
215000,461,112,1875
287000,148,99,1967
500000,236,133,2008
298000,167,122,1980
400000,166,116,1970
499000,332,70,1957
475000,231,170,1995
650000,374,126,1997
650000,578,156,1971
575000,398,160,1993
625000,250,151,2019
550000,360,168,
795000,634,252,1996
1150000,185,185,1938
469000,166,116,2016
795000,719,141,1954
319000,103,83,1980
419500,132,120,1953
849000,210,219,1908
420000,219,137,1992
450000,358,170,1980
265000,135,113,1967
1099000,15480,238,1776
285000,268,108,1981
359000,503,126,
650000,250,149,1935
925000,2100,221,1993
585000,1008,144,1956
360000,139,117,1990
389000,310,109,1962
339000,578,142,1930
429000,235,112,1987
385000,208,125,1958
549000,211,129,1964
274500,169,173,1950
385000,125,103,1984
275000,280,127,1972
250000,173,89,1935
775000,288,131,1906
775000,737,184,1999
525000,153,116,1939
585000,231,85,1973
350000,635,179,1934
575000,189,109,1938
339000,295,128,1980
285000,212,113,1968
675000,689,219,1989
465000,130,109,1920
379000,140,158,
350000,321,116,1972
450000,127,125,2016
285000,178,106,1980
589000,212,154,2016
550000,1770,503,1980
425000,90,105,1908
425000,121,106,1991
650000,618,170,1974
325000,250,125,1976
462500,248,157,1997
350000,157,115,1996
375000,128,140,1933
397500,146,106,1911
1150000,1025,319,1961
498000,518,161,1979
489000,64,100,1895
415000,357,136,1885
639000,355,135,2007
795000,181,177,1934
375000,676,199,1938
309000,160,106,1965
525000,629,123,1996
265000,115,85,1924
275000,154,80,1929
549500,57,157,2004
350000,152,117,2019
550000,192,125,1992
475000,159,131,1970
375000,131,116,1980
495000,678,109,1934
319000,130,108,2008
540000,131,125,2018
469000,124,110,1935
1095000,590,122,1938
395000,140,110,1962
550000,969,131,1967
449000,620,124,1930
529000,498,134,1990
375000,102,76,1920
525000,63,94,1933
900000,815,228,1979
595000,240,93,1934
340000,133,119,1986
725000,310,198,2009
475000,99,119,2019
600000,459,125,
1200000,12940,265,1972
525000,370,140,1964
289000,124,114,1980
425000,199,148,1970
609000,420,159,1965
269000,130,104,1993
1250000,475,217,1933
775000,1453,194,1958
795000,782,220,1977
425000,132,123,2000
945000,318,320,1600
695000,401,124,1957
690000,525,131,2002
725000,500,148,1963
1095000,2000,196,1917
1275000,1563,181,1976
375000,226,122,1998
1100000,1298,188,1986
279500,112,117,1910
459000,457,269,1963
750000,300,160,1963
795000,214,110,1966
399000,485,292,1890
435000,100,121,2007
300000,175,112,1965
450000,178,140,1971
350000,355,116,1958
795000,388,144,1993
339500,145,111,1990
535000,257,167,1996
160000,110,104,1955
339000,207,130,1961
700000,878,194,1974
345000,238,120,1972
800000,518,168,1974
269500,147,100,1963
350000,299,96,1990
325000,190,122,1973
595000,455,117,1991
995000,1230,294,1866
675000,303,175,2006
869000,246,214,1905
359000,129,119,1980
489000,181,147,1955
825000,171,120,1931
395000,258,155,1983
419500,295,129,1994
499000,307,112,1985
340000,116,67,2001
769500,980,285,1925
585000,693,204,1974
395000,208,110,1992
650000,1987,178,1922
995000,421,124,1952
475000,317,105,
585000,97,101,1938
432500,165,112,1961
525000,690,159,1935
375000,135,118,1973
300000,167,92,1951
325000,210,114,1997
389000,103,82,
375000,208,108,1993
495000,155,102,1956
849000,3365,217,1937
790000,372,208,1997
975000,452,185,1917
619000,411,161,1975
450000,360,130,1984
600000,800,153,1973
750000,540,207,1996
325000,166,124,1994
525000,119,116,2020
420000,142,130,1959
200000,180,77,1938
575000,457,218,1950
565000,412,147,1906
330000,165,124,1969
475000,109,106,1990
439500,565,148,1924
345000,135,122,2005
895000,918,234,1965
619500,640,146,1990
400000,122,127,1970
270000,207,83,1961
475000,239,103,1994
375000,169,115,1977
375000,153,117,1949
225000,329,87,1968
459000,165,103,1991
700000,308,171,2006
895000,1585,152,1998
435000,165,117,1971
595000,341,155,1972
398000,160,110,1994
950000,2500,242,1956
835000,296,170,2001
495000,117,123,2017
550000,237,120,2012
625000,264,111,1980
539500,135,126,2000
679000,729,220,1991
600000,293,138,1964
325000,123,94,1997
449000,1440,250,1930
275000,90,107,1971
350000,234,97,1968
450000,493,123,1895
895000,225,130,1935
725000,386,155,1968
539500,155,129,2005
750000,403,140,2004
649000,165,144,2003
485000,183,119,1972
1000000,2110,299,1900
698000,261,146,2014
280000,168,110,1985
314500,101,131,1992
725000,380,194,2009
264000,228,91,1987
425000,119,127,2017
895000,323,152,2002
598000,3415,267,1850
499000,399,160,1995
639000,573,226,1977
325000,238,117,1992
1095000,1040,260,1989
285000,146,92,1966
535000,294,152,1929
599500,273,148,1972
1675000,518,397,1880
325000,136,106,2018
375000,153,84,1962
699000,274,158,2010
235000,135,90,1969
450000,121,120,1986
450000,174,128,1965
495000,315,132,1989
775000,450,205,1920
425000,243,112,2019
1095000,935,312,2011
965000,2610,107,1939
419000,226,152,1993
400000,95,103,1918
335000,130,120,1901
795000,1950,210,
545000,183,146,1977
550000,325,152,1962
365000,113,53,1903
350000,171,125,2007
519000,219,135,1905
775000,152,146,
565000,493,137,1996
795000,737,286,2002
925000,768,144,1970
425000,171,122,1970
375000,114,115,1978
595000,270,203,1978
475000,160,146,2005
795000,850,271,1927
400000,148,125,1972
925000,1591,360,1968
480000,180,95,1989
375000,264,119,1970
675000,535,152,1999
395000,129,113,1982
415000,226,142,1990
415000,153,116,1975
559000,129,138,1942
550000,134,127,2018
950000,12110,287,2020
995000,510,157,1885
375000,145,98,1958
369500,210,94,1980
215000,222,114,1966
695000,430,128,1969
350000,173,111,1981
425000,175,155,1932
750000,496,202,1973
275000,113,97,1966
635000,332,127,2018
437500,221,117,2002
735000,2131,355,1964
569000,213,172,1996
500000,488,117,1968
895000,2086,198,2003
399500,129,95,1993
435000,112,126,1996
349000,248,150,1937
435000,170,151,1958
575000,4275,418,1864
375000,100,86,Voor1906
399000,108,119,2004
349000,255,145,1982
550000,235,141,1968
400000,285,125,1981
795000,127,150,1932
495000,259,158,1925
1695000,784,175,1954
875000,1004,268,1994
365000,219,110,1981
400000,155,89,1957
800000,409,129,1992
365000,104,104,1933
795000,448,88,1941
1800000,473,283,2001
1245000,525,259,1979
325000,266,110,1992
849000,320,206,2002
455000,841,269,1982
525000,242,156,2004
499000,232,120,1958
625000,64,141,2016
695000,690,116,1930
259000,149,73,1934
579000,388,211,2004
315000,63,89,2005
325000,121,110,1982
550000,207,148,2008
475000,126,103,1929
329000,182,101,1968
389000,401,98,1968
249000,146,85,
479000,214,145,2008
379000,153,126,2008
350000,385,111,1973
995000,3000,151,1972
475000,430,141,2002
297500,363,92,1966
350000,135,115,1915
795000,800,312,1692
217500,277,78,1924
690000,587,230,2005
795000,855,357,1890
775000,282,215,1998
589000,71,141,1876
675000,410,215,2000
775000,980,232,1981
199000,140,90,1968
349000,113,70,1880
545000,212,112,2009
485000,170,134,1936
700000,223,81,1955
625000,1705,136,1850
395000,130,127,1984
750000,480,161,1882
350000,277,110,1968
475000,136,130,1990
335000,123,96,1996
475000,135,128,1980
800000,1289,219,1928
350000,320,95,1976
498000,136,125,1958
475000,305,169,1953
250000,141,95,1930
799000,345,209,2019
275000,128,72,1987
519000,361,159,1979
350000,126,104,1984
479000,308,157,2006
600000,153,146,2006
639000,172,132,1987
275000,260,86,1950
450000,251,141,1995
895000,1010,176,1987
849000,460,236,1919
645000,685,165,1994
350000,241,106,1958
419000,161,127,1950
547000,761,160,1990
325000,100,86,1974
450000,99,118,2007
1850000,1144,205,2010
799000,2191,287,1936
475000,378,154,1989
875000,1110,172,1999
360000,148,117,1972
950000,981,261,1959
710000,194,155,1928
495000,177,140,1975
375000,185,104,1990
539000,300,142,1977
550000,174,159,2005
429000,144,119,1998
639000,565,133,1991
400000,168,115,1971
725000,266,177,2012
1650000,720,268,1974
425000,198,144,1974
650000,264,165,2012
365000,216,99,1963
565000,431,99,1935
550000,134,153,1998
475000,122,136,1935
375000,80,113,2004
449000,122,122,1973
585000,483,169,1996
395000,154,129,1973
950000,303,195,1939
795000,176,95,1925
389000,273,124,1969
795000,847,210,2003
1750000,2040,356,2010
1095000,383,167,1896
575000,59,110,2001
1295000,1419,372,1968
895000,455,321,1928
550000,144,160,1992
435000,290,108,1984
450000,480,123,1965
850000,870,148,1990
375000,138,105,2012
635000,505,183,1933
625000,790,145,1968
389000,122,122,1998
750000,290,169,2003
1125000,953,217,1965
298000,475,109,1965
575000,262,149,2019
295000,127,109,1971
475000,479,131,1973
850000,502,189,1994
525000,1232,194,1962
400000,163,121,1972
589000,150,237,1955
349500,138,120,1977
475000,321,143,1978
499000,609,141,1925
1098000,291,260,1926
400000,169,135,1975
475000,207,151,2007
392500,235,132,2010
375000,333,94,1964
315000,311,135,1936
449000,419,123,1926
625000,81,137,1902
410000,233,129,1972
399000,137,110,1956
550000,232,135,2007
595000,276,173,1955
598000,335,176,1972
379000,214,105,2016
225000,110,99,1927
450000,117,122,2007
265000,68,86,1912
650000,98,116,2021
415000,138,119,1962
715000,269,163,2003
695000,126,138,
389000,215,141,1935
650000,163,152,
450000,702,280,1984
235000,107,83,1977
650000,823,92,1955
625000,191,167,2004
2395000,1430,301,2012
329000,155,130,1996
1150000,680,184,1971
875000,508,191,2002
395000,300,116,1925
535000,202,117,1968
350000,231,110,1925
890000,265,124,1956
1895000,1954,265,1977
595000,255,144,1994
475000,130,130,1996
595000,113,140,2004
545000,353,206,1905
540000,725,126,1994
289000,310,79,
2250000,490,259,2014
895000,281,171,2010
300000,119,113,1901
299500,70,90,1939
725000,467,187,2000
600000,600,179,1999
245000,85,65,1911
450000,495,200,1964
375000,151,125,1994
359500,174,83,1989
449000,172,115,1958
575000,240,146,2002
785000,870,142,1965
389000,222,120,1997
449000,171,155,2012
325000,160,116,1965
435000,314,120,1970
595000,243,96,1925
295000,154,132,1973
650000,724,135,1985
415000,139,126,2010
349500,251,93,1965
295000,223,99,1992
485000,102,92,1904
3150000,12580,457,2015
450000,318,144,1988
459000,115,163,2003
425000,659,122,1956
450000,256,101,1981
179000,172,71,1953
500000,228,138,1978
350000,119,90,2015
800000,480,212,2004
395000,145,127,1974
479000,860,140,1990
475000,182,108,1988
1095000,600,216,1825
459000,291,159,2000
309000,175,102,1962
309000,210,135,2006
400000,224,116,1984
495000,196,129,1993
715000,491,138,1956
475000,269,161,1990
487500,127,97,1998
537500,165,136,2006
825000,771,159,1997
595000,586,171,1978
400000,137,87,1927
1700000,5540,261,1998
415000,180,92,1984
839000,132,200,2004
390000,93,73,
715000,562,206,2007
450000,227,110,1992
485000,340,119,1988
1875000,1234,629,1835
359500,824,187,1928
550000,1122,170,1960
570000,169,141,2012
450000,201,124,1973
475000,711,162,1978
450000,132,133,2009
400000,130,100,1982
400000,130,100,1982
350000,341,132,1972
899000,469,186,1972
550000,288,145,2004
549000,232,92,1909
399000,219,127,2013
539000,623,191,1971
750000,145,139,1935
450000,114,104,1937
1900000,3728,219,1980
475000,153,138,1980
350000,202,93,1954
450000,127,100,1930
650000,183,141,2006
525000,205,142,1936
489000,566,137,1937
400000,107,99,1985
339000,179,123,1971
365000,39,102,1995
310000,118,94,1956
380000,156,99,1956
465000,244,134,2000
399000,295,153,2010
850000,361,147,2000
500000,166,103,1978
295000,192,110,1981
269000,184,96,1957
550000,260,142,1927
259500,109,71,1910
300000,132,122,1962
545000,151,186,1987
349500,174,115,2020
325000,136,120,2002
525000,223,154,2007
239000,302,131,1978
350000,163,130,1970
535000,666,153,1987
575000,70,137,1999
885000,1185,200,2009
525000,129,177,2006
549500,436,135,1983
749000,494,190,1969
450000,113,118,2016
1350000,1494,269,1939
345000,250,101,1930
420000,146,141,2003
445000,205,166,2005
395000,140,96,1932
475000,204,132,1978
300000,168,114,1972
695000,678,177,1965
500000,19055,264,1960
498500,315,97,1929
348500,260,83,
525000,223,140,1974
685000,604,202,1984
595000,119,119,1875
995000,370,156,1985
550000,2720,141,1967
395000,287,130,2001
895000,1748,197,1979
239000,170,84,1935
1150000,8173,244,1980
595000,292,147,1932
3200000,979,295,2016
1240000,4598,365,1900
875000,435,229,1961
535000,1305,225,1972
600000,650,312,1958
525000,224,145,2000
1495000,1690,343,1933
440000,170,143,1975
895000,196,148,1951
625000,502,151,1980
475000,253,97,1960
895000,565,213,2007
425000,313,123,1935
989011,315,177,2010
535000,458,190,1964
239000,206,97,1890
450000,650,125,1997
595000,255,136,2007
1100000,4290,195,1956
339000,141,108,1986
325000,1531,126,1926
565000,181,140,2005
389000,296,120,1997
425000,144,109,1985
650000,114,169,2015
625000,365,133,1940
449000,243,170,2015
315000,134,131,1979
375000,188,109,1978
395000,489,114,2003
350000,200,90,1981
359000,217,162,1995
595000,270,170,1992
995000,947,215,2008
400000,122,123,2013
350000,135,110,1938
395000,148,123,1973
600000,203,93,1963
1050000,1156,197,1740
849000,204,179,1924
325000,156,137,1972
945000,624,167,1976
825000,680,174,1976
585000,151,131,1955
529000,1890,232,1978
700000,985,143,2000
350000,459,174,1910
575000,445,184,1965
1495000,480,222,2014
375000,561,202,1974
905000,131,202,2017
649000,243,150,2005
450000,268,140,1973
1325000,1164,245,2004
469000,256,115,1981
829000,588,184,1995
485000,151,139,1938
425000,162,122,1999
450000,630,228,1935
549500,630,117,1920
795000,728,301,1974
449000,93,125,1993
650000,268,134,1998
369000,156,120,1969
359000,208,91,1927
990000,8400,317,1955
505000,168,110,1978
